rid,PrimaryKey,DBKey,ProjectKey,DateVisited,EcologicalSiteId,PercentCoveredByEcoSite,Latitude_NAD83,Longitude_NAD83,LocationStatus,LocationType,Latitude_NAD83_Actual,Longitude_NAD83_Actual,BareSoilCover,TotalFoliarCover,AH_AnnGrassCover,AH_ForbCover,AH_GrassCover,AH_PerenForbCover,AH_PerenForbGrassCover,AH_PerenGrassCover,AH_ShrubCover,FH_CyanobacteriaCover,FH_DepSoilCover,FH_DuffCover,FH_EmbLitterCover,FH_HerbLitterCover,FH_LichenCover,FH_MossCover,FH_RockCover,FH_TotalLitterCover,FH_VagrLichenCover,FH_WaterCover,FH_WoodyLitterCover,GapCover_101_200,GapCover_200_plus,GapCover_25_50,GapCover_25_plus,GapCover_51_100,Hgt_Forb_Avg,Hgt_Grass_Avg,Hgt_Herbaceous_Avg,Hgt_PerenForb_Avg,Hgt_PerenForbGrass_Avg,Hgt_PerenGrass_Avg,Hgt_Woody_Avg,RH_AnnualProd,RH_BareGround,RH_BioticIntegrity,RH_CommentsBI,RH_CommentsHF,RH_CommentsSS,RH_Compaction,RH_DeadDyingPlantParts,RH_FuncSructGroup,RH_Gullies,RH_HydrologicFunction,RH_InvasivePlants,RH_LitterAmount,RH_LitterMovement,RH_PedestalsTerracettes,RH_PlantCommunityComp,RH_ReprodCapabilityPeren,RH_Rills,RH_SoilSiteStability,RH_SoilSurfLossDeg,RH_SoilSurfResisErosion,RH_WaterFlowPatterns,RH_WindScouredAreas,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,DateLoadedInDb,mlra_name,mlrarsym,na_l1name,na_l2name,us_l3name,us_l4name,State,modis_landcover,horizontal_flux_total_MD,vertical_flux_MD,PM2_5_MD,PM10_MD
33806,20121613071601G1,2012,BLM_AIM,2013-07-26T00:00:00.000Z,010AY026ID,NA,43.156095,-113.2812317,NA,NA,NA,NA,7.92079208,40.59405941,1.98019802,14.85148515,21.78217822,9.9009901,27.72277228,19.8019802,6.93069307,NA,NA,0,NA,49.5049505,0,0,0.99009901,50.4950495,NA,0,0.99009901,14.9,2.86666667,8.86666667,47.93333333,21.3,37.86909091,49.71142857,44.5008,30.988,44.78421053,49.71142857,34.798,MO,SM,NA,NA,NA,NA,NS,NS,MO,NS,NA,SM,NS,NS,NS,NS,NS,NS,NA,NS,SM,NS,NS,1.33333333,1.28571429,1.5,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,0.005626144,0,0,0
33807,20121613071601G2,2012,BLM_AIM,2013-07-26T00:00:00.000Z,010AY026ID,NA,43.160945,-113.2746883,NA,NA,NA,NA,14.85148515,34.65346535,0,1.98019802,28.71287129,1.98019802,30.69306931,28.71287129,4.95049505,NA,NA,0,NA,50.4950495,0,0,0,50.4950495,NA,0,0,15.56666667,12.86666667,10.56666667,66,27,NA,41.76888889,41.76888889,NA,41.76888889,41.76888889,28.33076923,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,NS,SM,SM,NS,NA,SM,MO,NS,SM,1.77777778,2,1.33333333,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,0.031920585,0,0,0
33808,20121613080901A1,2012,BLM_AIM,2013-07-16T00:00:00.000Z,010AY026ID,NA,43.22105,-114.062625,NA,NA,NA,NA,1.98019802,64.35643564,26.73267327,14.85148515,58.41584158,9.9009901,39.6039604,34.65346535,0,NA,NA,0,NA,24.75247525,0,0,7.92079208,25.74257426,NA,0,0.99009901,10.96666667,2.7,12.23333333,48.2,22.3,47.13111111,31.45117647,36.87884615,26.035,32.623125,33.56428571,NA,NS,NS,NA,NA,NA,NA,NS,NS,NS,NS,NA,MO,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,4.22222222,5,3.6,2022-07-31T00:00:00.000Z,Central Rocky and Blue Mountain Foothills,10,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Lava Fields,ID,Grasslands,0.011200225,0,0,0
33809,20121613080901A2,2012,BLM_AIM,2013-07-16T00:00:00.000Z,010AY026ID,NA,43.2174367,-114.0610333,NA,NA,NA,NA,0.99009901,54.45544554,19.8019802,8.91089109,49.5049505,1.98019802,34.65346535,32.67326733,0,NA,NA,0,NA,27.72277228,0,0,16.83168317,27.72277228,NA,0,0,12.9,16.53333333,9.2,61.7,23.06666667,31.4325,28.10565217,28.59851852,NA,29.04066667,29.04066667,30.48,NS,NS,NA,NA,NA,NA,NS,NS,NS,NS,NA,MO,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,3.66666667,4.5,3,2022-07-31T00:00:00.000Z,Central Rocky and Blue Mountain Foothills,10,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Lava Fields,ID,Grasslands,0.025870575,0,0,0
33814,20121673031401R1,2012,BLM_AIM,2013-06-13T00:00:00.000Z,025XY020ID,NA,42.1859333,-115.511745,NA,NA,NA,NA,29.7029703,53.46534653,9.9009901,5.94059406,35.64356436,4.95049505,31.68316832,27.72277228,15.84158416,NA,NA,0,NA,8.91089109,0,0.99009901,3.96039604,11.88118812,NA,0,2.97029703,4.76666667,0,15.4,34.7,14.53333333,NA,19.812,19.812,NA,22.01333333,22.01333333,39.79333333,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,MO,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,2.22222222,2.5,2.14285714,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.70278211,2.45E-06,0,1.73E-06
33815,20121673031101R1,2012,BLM_AIM,2013-06-14T00:00:00.000Z,025XY044ID,NA,42.220035,-115.9127333,NA,NA,NA,NA,12.87128713,50.4950495,0,4.95049505,38.61386139,4.95049505,41.58415842,38.61386139,23.76237624,NA,NA,0,NA,20.79207921,0,0,10.89108911,25.74257426,NA,0,4.95049505,5,0,14.23333333,38.73333333,19.5,NA,15.71037037,15.71037037,NA,15.71037037,15.71037037,31.3055,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,SM,NS,NS,NS,NA,NS,NS,NS,SM,3.77777778,5,3.16666667,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
33816,20121673031101R2,2012,BLM_AIM,2013-06-14T00:00:00.000Z,025XY044ID,NA,42.2188117,-115.90626,NA,NA,NA,NA,2.97029703,45.54455446,0,4.95049505,30.69306931,4.95049505,34.65346535,30.69306931,11.88118812,NA,NA,0,NA,15.84158416,0,1.98019802,33.66336634,15.84158416,NA,0,0,8.5,2.5,14.1,47.2,22.1,16.51,27.3304,26.52888889,16.51,26.52888889,27.3304,21.86214286,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,SM,NS,NS,NS,NA,NS,NS,NS,SM,3.33333333,6,2.57142857,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
33817,20121673031401R2,2012,BLM_AIM,2013-06-13T00:00:00.000Z,025XY020ID,NA,42.1811233,-115.5084883,NA,NA,NA,NA,25.74257426,47.52475248,19.8019802,8.91089109,33.66336634,5.94059406,18.81188119,13.86138614,12.87128713,NA,NA,0,NA,13.86138614,0,0.99009901,10.89108911,13.86138614,NA,0,0,13.83333333,4.53333333,7.8,42.16666667,16,25.146,18.62666667,20.04391304,1.905,19.51181818,23.42444444,39.00714286,NS,NS,NA,NA,NA,NA,NS,NS,SM,NS,NA,NS,NS,NS,SM,NS,NS,NS,NA,NS,NS,NS,NS,1.66666667,2,1.57142857,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,2.06949612,1.58E-05,4.89E-06,1.11E-05
33818,20121673031701R1,2012,BLM_AIM,2013-06-17T00:00:00.000Z,025XY019ID,NA,42.2331683,-115.1162967,NA,NA,NA,NA,22.77227723,54.45544554,7.92079208,18.81188119,42.57425743,14.85148515,45.54455446,35.64356436,0,NA,NA,0,NA,10.89108911,0,0,8.91089109,12.87128713,NA,0,1.98019802,1.43333333,0,7.4,11.66666667,2.83333333,24.4475,33.02,29.21,17.07444444,27.44304348,34.10857143,NA,NS,NS,NA,NA,NA,NA,NS,NS,MO,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,SM,NS,2,2,2,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.060302136,0,0,0
33819,20121673031701R2,2012,BLM_AIM,2013-06-18T00:00:00.000Z,025XY019ID,NA,42.2356667,-115.11313,NA,NA,NA,NA,16.83168317,58.41584158,13.86138614,10.89108911,47.52475248,3.96039604,41.58415842,37.62376238,3.96039604,NA,NA,0,NA,23.76237624,0,0,0,24.75247525,NA,0,0.99009901,1.3,0,0.7,2.76666667,0.76666667,34.29,33.19318182,33.36192308,29.21,36.16157895,36.54777778,42.75666667,NS,SM,NA,NA,NA,NA,NS,NS,SM,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,2,2,NA,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.069915511,0,0,0
33820,20121631070902G1,2012,BLM_AIM,2013-07-29T00:00:00.000Z,011BY001ID,NA,42.5447683,-113.30195,NA,NA,NA,NA,14.85148515,50.4950495,3.96039604,1.98019802,42.57425743,0,40.59405941,40.59405941,11.88118812,NA,NA,0,NA,29.7029703,0,1.98019802,0,29.7029703,NA,0,0,2.6,0,3.26666667,8.46666667,2.6,50.8,28.97909091,32.33615385,NA,29.67789474,29.67789474,53.975,SM,NS,NA,NA,NA,NA,NS,NS,SM,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,5,NA,5,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,1.123592726,1.11E-05,2.50E-06,6.01E-06
33821,20121631070902G2,2012,BLM_AIM,2013-07-29T00:00:00.000Z,011BY001ID,NA,42.5399617,-113.2987033,NA,NA,NA,NA,12.87128713,46.53465347,0.99009901,0,24.75247525,0,23.76237624,23.76237624,23.76237624,NA,NA,0,NA,36.63366337,0,0,0.99009901,38.61386139,NA,0,1.98019802,4.2,0,5.06666667,16.63333333,7.36666667,NA,23.0505,23.0505,NA,23.38294118,23.38294118,69.00333333,SM,NS,NA,NA,NA,NA,NS,NS,SM,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,4.11111111,6,3.16666667,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,0.15580688,0,0,0
33822,20121683040402O2,2012,BLM_AIM,2013-06-18T00:00:00.000Z,025XY019ID,NA,42.32742,-114.6868867,NA,NA,NA,NA,17.82178218,64.35643564,7.92079208,0,59.40594059,0,52.47524752,52.47524752,13.86138614,NA,NA,0,NA,15.84158416,0,0,0.99009901,16.83168317,NA,0,0.99009901,10.73333333,9.36666667,1.5,32.06666667,10.46666667,NA,17.07444444,17.07444444,NA,17.38923077,17.38923077,37.31846154,NS,SM,NA,NA,NA,NA,SM,NS,NS,NS,NA,SM,MO,NS,NS,SM,NS,NS,NA,NS,SM,SM,NS,4.11111111,4.33333333,4,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,1.070973303,0,0,0
33823,20121683040402O3,2012,BLM_AIM,2013-06-18T00:00:00.000Z,025XY019ID,NA,42.32984,-114.690125,NA,NA,NA,NA,28.71287129,47.52475248,0,0,30.69306931,0,30.69306931,30.69306931,26.73267327,NA,NA,0,NA,10.89108911,0,7.92079208,1.98019802,13.86138614,NA,0,2.97029703,11.5,2.46666667,1.93333333,25.6,9.7,NA,14.06407407,14.06407407,NA,14.06407407,14.06407407,41.30842105,SM,MO,NA,NA,NA,NA,SM,SM,NS,NS,NA,NS,SM,NS,SM,SM,SM,NS,NA,SM,SM,MO,SM,4.33333333,6,3.85714286,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,1.295461466,0,0,0
33828,20121663050602B1,2012,BLM_AIM,2013-07-13T00:00:00.000Z,011AY009ID,NA,43.1420383,-114.0018717,NA,NA,NA,NA,6.93069307,45.54455446,17.82178218,4.95049505,38.61386139,3.96039604,24.75247525,20.79207921,9.9009901,NA,NA,0,NA,37.62376238,0,0,7.92079208,37.62376238,NA,0,0,27.33333333,18.86666667,5.9,75.06666667,22.96666667,33.02,20.54086957,21.98076923,33.02,26.12571429,24.24545455,34.925,MO,SM,NA,NA,NA,NA,NS,NS,ME,NS,NA,MO,NS,NS,SM,NS,NS,NS,NA,NS,NS,NS,NS,3.77777778,5,3.16666667,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,1.56609413,2.48E-05,7.68E-06,1.74E-05
33829,20121663050602B2,2012,BLM_AIM,2013-07-13T00:00:00.000Z,011AY014ID,NA,43.1384,-114.0002633,NA,NA,NA,NA,22.77227723,37.62376238,5.94059406,2.97029703,27.72277228,0.99009901,21.78217822,21.78217822,12.87128713,NA,NA,0,NA,34.65346535,0,0,4.95049505,34.65346535,NA,0,0,20.76666667,20.2,8.66666667,66.5,16.86666667,38.1,23.00653846,23.56555556,38.1,25.60052632,24.90611111,41.09357143,MO,SM,NA,NA,NA,NA,NS,NS,ME,NS,NA,MO,NS,NS,NS,SM,NS,NS,NA,NS,NS,NS,NS,2.66666667,5,1.5,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,2.488300254,1.97E-05,6.09E-06,1.38E-05
33844,20121683010601B1,2012,BLM_AIM,2013-08-01T00:00:00.000Z,025XY003ID,NA,42.0149933,-114.4018017,NA,NA,NA,NA,30.69306931,44.55445545,0,2.97029703,32.67326733,2.97029703,34.65346535,32.67326733,14.85148515,NA,NA,0,NA,17.82178218,0,0.99009901,1.98019802,20.79207921,NA,0,2.97029703,0,0,15.63333333,19.8,4.16666667,26.035,31.1912,30.80925926,26.035,30.80925926,31.1912,27.00866667,NS,MO,NA,NA,NA,NA,NS,SM,MO,NS,NA,NS,SM,SM,ME,SM,SM,SM,NA,MO,ME,MO,MO,2.88888889,NA,2.88888889,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,1.226805139,6.77E-06,2.10E-06,4.76E-06
33845,20121683010601B2,2012,BLM_AIM,2013-08-01T00:00:00.000Z,025XY003ID,NA,42.01924,-114.4001983,NA,NA,NA,NA,15.84158416,59.40594059,0,6.93069307,42.57425743,6.93069307,49.5049505,42.57425743,12.87128713,NA,NA,0,NA,15.84158416,0,0,6.93069307,16.83168317,NA,0,0.99009901,0,0,10.56666667,11.83333333,1.26666667,27.94,25.74192308,25.82333333,27.94,25.82333333,25.74192308,22.13428571,NS,MO,NA,NA,NA,NA,NS,SM,MO,NS,NA,NS,MO,MO,MO,SM,SM,MO,NA,MO,ME,ME,MO,3.88888889,6,3.28571429,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.794760955,5.43E-06,1.68E-06,3.82E-06
33846,20121663020402B1,2012,BLM_AIM,2013-07-17T00:00:00.000Z,011AY004ID,NA,42.8601167,-114.152305,NA,NA,NA,NA,44.55445545,21.78217822,5.94059406,1.98019802,19.8019802,0,13.86138614,13.86138614,0,NA,NA,0,NA,33.66336634,0,0,0,33.66336634,NA,0,0,2.76666667,0,13.16666667,29.3,13.36666667,18.52083333,11.76866667,14.76962963,33.02,14.478,9.8425,NA,SM,EX,NA,NA,NA,NA,ME,MO,EX,NS,NA,EX,MO,ME,MO,SM,MO,NS,NA,MO,SM,SM,ME,4,NA,4,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,48.82533838,0.003123159,0.00070288,0.001688187
33852,20121629040301B1,2012,BLM_AIM,2013-07-29T00:00:00.000Z,013XY004ID,NA,42.5929033,-111.85362,NA,NA,NA,NA,6.93069307,45.54455446,5.94059406,16.83168317,25.74257426,6.93069307,25.74257426,19.8019802,7.92079208,NA,NA,0,NA,25.74257426,0,0,20.79207921,25.74257426,NA,0,0,27.06666667,2.2,12.13333333,66.06666667,24.66666667,13.97,25.97727273,24.13,6.35,26.273125,27.60133333,27.57714286,SM,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,SM,NS,NS,4.33333333,6,3.85714286,2022-07-31T00:00:00.000Z,Eastern Idaho Plateaus,13,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Hills and Low Mountains,ID,Grasslands,0.238547185,1.11E-06,0,0
33853,20121629040301B2,2012,BLM_AIM,2013-07-29T00:00:00.000Z,013XY056ID,NA,42.5892633,-111.85519,NA,NA,NA,NA,5.94059406,67.32673267,10.89108911,1.98019802,49.5049505,1.98019802,42.57425743,40.59405941,19.8019802,NA,NA,0,NA,19.8019802,0,0,1.98019802,24.75247525,NA,0,4.95049505,15,0,9.33333333,33.73333333,9.4,11.43,45.466,44.15692308,NA,49.22761905,49.22761905,61.35076923,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,4,4.83333333,2.33333333,2022-07-31T00:00:00.000Z,Eastern Idaho Plateaus,13,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Hills and Low Mountains,ID,Grasslands,0.00691484,0,0,0
33855,20121629050501B1,2012,BLM_AIM,2013-07-29T00:00:00.000Z,013XY016ID,NA,42.6825067,-111.6838483,NA,NA,NA,NA,0,86.13861386,0,11.88118812,61.38613861,11.88118812,68.31683168,61.38613861,24.75247525,NA,NA,0,NA,12.87128713,0,0,0,12.87128713,NA,0,0,1.2,0,1.3,3.16666667,0.66666667,36.195,42.38625,41.91,36.195,41.91,42.38625,80.49380952,NS,NS,NA,NA,NA,NA,NS,NS,NS,NS,NA,NS,NS,NS,NS,NS,NS,NS,NA,NS,NS,NS,NS,5.22222222,5.22222222,NA,2022-07-31T00:00:00.000Z,Eastern Idaho Plateaus,13,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,High Elevation Forests and Shrublands,ID,Grasslands,0,0,0,0
33856,20121629050501B2,2012,BLM_AIM,2013-07-30T00:00:00.000Z,013XY002ID,NA,42.68499,-111.6907517,NA,NA,NA,NA,3.96039604,58.41584158,30.69306931,10.89108911,49.5049505,1.98019802,23.76237624,21.78217822,0.99009901,NA,NA,0,NA,32.67326733,0,0,4.95049505,32.67326733,NA,0,0,7.1,6.83333333,7.13333333,35.96666667,14.9,39.79333333,34.4805,35.70653846,NA,39.95615385,39.95615385,NA,MO,NS,NA,NA,NA,NA,NS,SM,ME,NS,NA,MO,NS,NS,NS,NS,SM,NS,NA,NS,NS,NS,NS,4.88888889,5.5,4.4,2022-07-31T00:00:00.000Z,Eastern Idaho Plateaus,13,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,High Elevation Forests and Shrublands,ID,Grasslands,0.024444739,0,0,0
33857,20121673070601R1,2012,BLM_AIM,2013-06-04T00:00:00.000Z,025XY048ID,NA,42.5550167,-116.396145,NA,NA,NA,NA,9.9009901,48.51485149,0,3.96039604,40.59405941,3.96039604,43.56435644,40.59405941,5.94059406,NA,NA,0,NA,10.89108911,0,2.97029703,27.72277228,10.89108911,NA,0,0,1.36666667,0,7.8,17.93333333,8.76666667,12.7,25.34227273,23.39730769,12.7,23.39730769,25.34227273,15.93272727,MO,ME,NA,NA,NA,NA,NS,NS,NS,ME,NA,NS,SM,MO,ME,ME,MO,NS,NA,EX,EX,SM,EX,3.66666667,5.25,2.4,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,21.10814308,0.001977128,0.000612781,0.001390475
33858,20121673070601R2,2012,BLM_AIM,2013-06-05T00:00:00.000Z,025XY048ID,NA,42.5598417,-116.4026883,NA,NA,NA,NA,36.63366337,42.57425743,0,5.94059406,23.76237624,5.94059406,27.72277228,23.76237624,12.87128713,NA,NA,0,NA,3.96039604,0,0,16.83168317,3.96039604,NA,0,0,2.7,0,7.23333333,22.13333333,12.2,NA,20.60222222,20.60222222,NA,20.60222222,20.60222222,19.4945,SM,MO,NA,NA,NA,NA,NS,NS,NS,SM,NA,NS,NS,NS,MO,SM,NS,SM,NA,SM,SM,MO,SM,3.55555556,3.5,3.6,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,86.93636114,0.008422439,0.002610681,0.005923598
33862,20121653020202R1,2012,BLM_AIM,2013-07-24T00:00:00.000Z,011AY003ID,NA,42.6293183,-114.4669683,NA,NA,NA,NA,17.82178218,44.55445545,8.91089109,0.99009901,43.56435644,0.99009901,35.64356436,34.65346535,0,NA,NA,0,NA,32.67326733,0,3.96039604,0.99009901,32.67326733,NA,0,0,1.5,0,13.7,23,7.8,39.37,29.464,30.19777778,48.26,30.18692308,29.464,NA,NS,MO,NA,NA,NA,NA,NS,SM,EX,NS,NA,ME,NS,NS,SM,NS,SM,NS,NA,NS,SM,SM,MO,4.66666667,6,4.28571429,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,1.520649768,1.61E-05,3.63E-06,8.71E-06
33863,20121653020202R2,2012,BLM_AIM,2013-07-24T00:00:00.000Z,011AY003ID,NA,42.6257183,-114.4636683,NA,NA,NA,NA,2.97029703,69.30693069,56.43564356,7.92079208,64.35643564,1.98019802,12.87128713,10.89108911,0.99009901,NA,NA,0,NA,20.79207921,0,0,6.93069307,20.79207921,NA,0,0,0,2.8,2.36666667,7.63333333,2.46666667,54.61,28.78666667,34.52518519,57.15,41.48666667,39.52875,NA,NS,MO,NA,NA,NA,NA,NS,SM,ME,NS,NA,ME,NS,NS,SM,MO,SM,NS,NA,NS,SM,SM,SM,5.55555556,5.5,5.66666667,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,0.538823869,5.39E-06,1.21E-06,2.91E-06
33864,20121651020402B2,2012,BLM_AIM,2013-07-24T00:00:00.000Z,011BY001ID,NA,43.7292033,-112.3458217,NA,NA,NA,NA,23.76237624,40.59405941,0,2.97029703,29.7029703,0,29.7029703,29.7029703,14.85148515,NA,NA,0,NA,30.69306931,0,0,1.98019802,32.67326733,NA,0,1.98019802,13.06666667,2.36666667,6.53333333,38.9,16.93333333,7.62,30.13807692,29.30407407,NA,30.13807692,30.13807692,38.46285714,SM,MO,NA,NA,NA,NA,SM,SM,ME,SM,NA,MO,SM,SM,MO,SM,MO,NS,NA,SM,SM,NS,SM,1.66666667,1.71428571,1.5,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,NA,NA,NA,NA
33865,20121651020402B3,2012,BLM_AIM,2013-07-24T00:00:00.000Z,011BY001ID,NA,43.7328167,-112.3425083,NA,NA,NA,NA,39.6039604,39.6039604,0,0,23.76237624,0,23.76237624,23.76237624,20.79207921,NA,NA,0,NA,14.85148515,0,1.98019802,2.97029703,15.84158416,NA,0,0.99009901,24.03333333,8.1,6.73333333,54.53333333,15.66666667,NA,35.35947368,35.35947368,NA,35.35947368,35.35947368,26.924,MO,ME,NA,NA,NA,NA,NS,MO,MO,SM,NA,MO,MO,SM,MO,NS,SM,SM,NA,NS,SM,ME,NS,1.66666667,1.75,1.6,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,NA,NA,NA,NA
33866,20121673021001R1,2012,BLM_AIM,2013-06-14T00:00:00.000Z,025XY024ID,NA,42.1265667,-115.9295683,NA,NA,NA,NA,13.86138614,45.54455446,0,0.99009901,31.68316832,0.99009901,31.68316832,31.68316832,17.82178218,NA,NA,0,NA,5.94059406,0,0,29.7029703,10.89108911,NA,0,4.95049505,17.93333333,0,5.16666667,37.06666667,13.96666667,10.795,20.066,19.37925926,10.795,19.37925926,20.066,25.320625,MO,SM,NA,NA,NA,NA,SM,NS,NS,NS,NA,NS,NS,NS,SM,SM,MO,NS,NA,NS,NS,NS,NS,3.55555556,3.75,3.4,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
33867,20121673021001R2,2012,BLM_AIM,2013-06-15T00:00:00.000Z,025XY024ID,NA,42.1241117,-115.9264783,NA,NA,NA,NA,23.76237624,49.5049505,0,1.98019802,31.68316832,1.98019802,32.67326733,31.68316832,30.69306931,NA,NA,0,NA,11.88118812,0,0.99009901,12.87128713,12.87128713,NA,0,0.99009901,13.83333333,6.16666667,2.76666667,39.4,16.63333333,11.00666667,18.4452381,16.79222222,12.954,17.6276,18.796,28.45954545,NS,SM,NA,NA,NA,NA,NS,NS,NS,NS,NA,SM,NS,NS,MO,NS,NS,NS,NA,SM,NS,SM,NS,2.44444444,2,2.57142857,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
