"rid","PrimaryKey","DBKey","ProjectKey","DateVisited","EcologicalSiteId","PercentCoveredByEcoSite","Latitude_NAD83","Longitude_NAD83","LocationStatus","LocationType","Latitude_NAD83_Actual","Longitude_NAD83_Actual","BareSoilCover","TotalFoliarCover","AH_AnnGrassCover","AH_ForbCover","AH_GrassCover","AH_PerenForbCover","AH_PerenForbGrassCover","AH_PerenGrassCover","AH_ShrubCover","FH_CyanobacteriaCover","FH_DepSoilCover","FH_DuffCover","FH_EmbLitterCover","FH_HerbLitterCover","FH_LichenCover","FH_MossCover","FH_RockCover","FH_TotalLitterCover","FH_VagrLichenCover","FH_WaterCover","FH_WoodyLitterCover","GapCover_101_200","GapCover_200_plus","GapCover_25_50","GapCover_25_plus","GapCover_51_100","Hgt_Forb_Avg","Hgt_Grass_Avg","Hgt_Herbaceous_Avg","Hgt_PerenForb_Avg","Hgt_PerenForbGrass_Avg","Hgt_PerenGrass_Avg","Hgt_Woody_Avg","RH_AnnualProd","RH_BareGround","RH_BioticIntegrity","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","RH_Compaction","RH_DeadDyingPlantParts","RH_FuncSructGroup","RH_Gullies","RH_HydrologicFunction","RH_InvasivePlants","RH_LitterAmount","RH_LitterMovement","RH_PedestalsTerracettes","RH_PlantCommunityComp","RH_ReprodCapabilityPeren","RH_Rills","RH_SoilSiteStability","RH_SoilSurfLossDeg","RH_SoilSurfResisErosion","RH_WaterFlowPatterns","RH_WindScouredAreas","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","DateLoadedInDb","mlra_name","mlrarsym","na_l1name","na_l2name","us_l3name","us_l4name","State","modis_landcover","horizontal_flux_total_MD","vertical_flux_MD","PM2_5_MD","PM10_MD","corrected_ecosite_id","corrected_mlra"
112484,"NM_LasCrucesDO_2016_LUP_Mal-383_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-19,NA,NA,31.84157686,-107.12258178,NA,NA,NA,NA,8.02675585,73.91304348,44.81605351,53.51170569,46.82274247,0,2.00668896,2.00668896,5.68561873,0,0,0,0,0.33444816,0,0,17.72575251,0.33444816,0,0,0,1.94666667,3.02666667,5.86666667,18.82666667,7.98666667,14.71428571,34,29.34482759,NA,55,55,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27777778,NA,3.27777778,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112485,"NM_LasCrucesDO_2016_LUP_GSand-141_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-19,NA,NA,32.0729768,-106.48916341,NA,NA,NA,NA,3.66666667,25.66666667,0,7,9.33333333,0,9.33333333,9.33333333,12.66666667,0,0,0,0,0,0,0,70.66666667,0,0,0,0,2.66666667,6.61333333,1.82666667,21.37333333,10.26666667,20,12.5,14,NA,12.8,12.8,88.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666667,2.125,1.3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112486,"NM_LasCrucesDO_2016_LUP_Gravel-041_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-16,NA,NA,32.1971919,-107.07789197,NA,NA,NA,NA,32,57.66666667,18,31.66666667,27,2,11,9,2.33333333,0,0,0,0,4.66666667,0,0,5.66666667,4.66666667,0,0,0,7.18666667,0,15.85333333,33.26666667,10.22666667,26.07142857,20,22.83333333,NA,39.66666667,39.66666667,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1.76470588,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112487,"NM_LasCrucesDO_2016_LUP_Sandy-521_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-25,NA,NA,31.95180844,-106.89698213,NA,NA,NA,NA,25.33333333,72.33333333,39.66666667,35,39.66666667,6.33333333,6.33333333,0,4.33333333,0,0,0,0,2.33333333,0,0,0,2.33333333,0,0,0,0,0,4.57333333,17.44,12.86666667,33.54545455,28.89473684,30.6,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83333333,1.8,1.84615385,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112488,"NM_LasCrucesDO_2016_LUP_Gravel-042_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-23,NA,NA,32.42323008,-107.29749301,NA,NA,NA,NA,3.33333333,96,28.66666667,41.33333333,69,0.66666667,44.66666667,44,3,0,0,0,0,0.33333333,0,0,0,0.66666667,0,0,0.33333333,0,0,1.25333333,1.25333333,0,60.66666667,41.77777778,43.66666667,35,46.71428571,47.3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44444444,4,4.61538462,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112489,"NM_LasCrucesDO_2016_LUP_Sandy-466_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-24,NA,NA,31.94952864,-106.88624163,NA,NA,NA,NA,38,57.33333333,13.33333333,18.33333333,15.33333333,1,3,2,30,0,0,0,0,3.66666667,0,0,0.33333333,4.33333333,0,0,0.66666667,4.02666667,2.77333333,6.97333333,20.65333333,6.88,26.14285714,18.42857143,20.35714286,NA,16.33333333,16.33333333,98.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55555556,3.1,1.875,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112490,"NM_LasCrucesDO_2016_LUP_Sandy-478_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-25,NA,NA,31.91143044,-106.91798762,NA,NA,NA,NA,61.66666667,29.66666667,12,14.33333333,12.33333333,0,0.33333333,0.33333333,6.66666667,4.66666667,0,0,0,0.33333333,0,0,2.33333333,1.66666667,0,0,1.33333333,12.93333333,26.89333333,7,61.73333333,14.90666667,26,16.06666667,20.26923077,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72222222,3,1.23076923,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112491,"NM_LasCrucesDO_2016_LUP_Sandy-469_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-26,NA,NA,31.82705585,-106.85036484,NA,NA,NA,NA,46,43,0.33333333,25.66666667,0.33333333,5.66666667,5.66666667,0,13,0,0,0,0,7.66666667,0,0,2.66666667,8.33333333,0,0,0.66666667,8.76,0,13.13333333,38.84,16.94666667,9.40740741,NA,9.40740741,8.57142857,8.57142857,NA,72.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22222222,1.25,1.21428571,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112492,"NM_LasCrucesDO_2016_LUP_Bottom-003_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-23,NA,NA,31.78963737,-107.10337179,NA,NA,NA,NA,20.33333333,76.66666667,41.33333333,46,53.66666667,0.66666667,14.66666667,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2.10666667,2.10666667,0,34,22.45454545,25.53333333,NA,29.71428571,29.71428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666667,NA,5.66666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112493,"NM_LasCrucesDO_2016_LUP_Hills-193_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-24,"R042XB015NM",NA,31.88155466,-107.13329748,NA,NA,NA,NA,7.33333333,90.66666667,69,60.33333333,69.66666667,1.66666667,2.33333333,0.66666667,4.33333333,0,0,0,0,1.33333333,0,0,0.33333333,1.66666667,0,0,0.33333333,0,0,4.42666667,6.38666667,1.96,38.66666667,36.07407407,36.33333333,NA,NA,NA,75.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1.52941176,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB015NM","042B"
112494,"NM_LasCrucesDO_2016_LUP_Shallow-551_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-24,NA,NA,31.78438966,-106.92594493,NA,NA,NA,NA,58.86287625,30.43478261,1.00334448,22.40802676,1.33779264,0,0.33444816,0.33444816,18.72909699,0,0,0,0,1.6722408,0,0,8.02675585,2.67558528,0,0,1.00334448,20.65333333,32.88,6,64.34666667,4.81333333,12.05,20.25,13.41666667,NA,50,50,90.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88888889,1.66666667,2,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Closed Shrublands",NA,NA,NA,NA,NA,NA
112495,"NM_LasCrucesDO_2016_LUP_Shallow-548_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-25,NA,NA,31.83939096,-107.0558946,NA,NA,NA,NA,25.66666667,72.33333333,50.33333333,38,50.66666667,5.33333333,6,0.66666667,12.33333333,0,0,0,0,0,0,0,1.66666667,0.33333333,0,0,0.33333333,2.05333333,3,5.10666667,11.98666667,1.82666667,10,22.76923077,21.85714286,11,11,NA,93.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333,3.66666667,3.26666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112496,"NM_LasCrucesDO_2016_LUP_Sandy-473_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-25,NA,NA,31.81333296,-106.93947592,NA,NA,NA,NA,57.66666667,32.33333333,6.66666667,8.33333333,6.66666667,1.33333333,1.33333333,0,17.66666667,0,0,0,0,4.33333333,0,0,3,7,0,0,2,10.70666667,50.73333333,3.10666667,73.85333333,9.30666667,10.25,10.11111111,10.17647059,5,5,NA,135.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11111111,1,1.15384615,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112497,"NM_LasCrucesDO_2016_LUP_Sandy-470_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-26,NA,NA,31.83527016,-107.0240012,NA,NA,NA,NA,48.33333333,44.33333333,14,27.66666667,14.33333333,0,0.33333333,0.33333333,12.66666667,0,0,0,0,4.66666667,0,0,2,5.33333333,0,0,0.33333333,19.94666667,6.09333333,5.94666667,57.26666667,25.28,46.33333333,12.66666667,31.37037037,NA,9,9,90.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22222222,5,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112498,"NM_LasCrucesDO_2016_LUP_Mal-387_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-18,"R042XB012NM",NA,31.81413495,-107.11933404,NA,NA,NA,NA,14.33333333,77.66666667,24.66666667,59.66666667,26.66666667,0.33333333,2.33333333,2,17.66666667,0,0,0,0,3.66666667,0,0,2.66666667,5.33333333,0,0,1.66666667,0,0,5.44,7.29333333,1.85333333,31.33333333,25,30.7,31,34,37,83.53333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB012NM","042B"
112499,"NM_LasCruces_NMSU_OrganMtn_2021_MINELEV1500-22_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-06,NA,NA,32.35111359,-106.61109393,NA,NA,NA,NA,10,52.33333333,10,5,13,2.66666667,5.33333333,3,38.33333333,0,0,0,0,9,0,0,26.33333333,11.33333333,0,0,2.33333333,13.24,6.58666667,6.77333333,43.29333333,16.69333333,13.25,15.63636364,15,24,24.6,24.75,73.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Woody Savannas",NA,NA,NA,NA,NA,NA
112500,"NM_LasCruces_NMSU_OrganMtn_2021_MINELEV1800-45_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-11,"R042XB027NM",NA,32.32391409,-106.59220577,NA,NA,NA,NA,1.33333333,54.33333333,0,3.66666667,20,1.66666667,21.33333333,20,31.66666667,0,0,0,0,11.33333333,0,0,32,12.33333333,0,0,1,8.37333333,6.62666667,7.12,41.12,19,16.36363636,27.8,22.96153846,15,24.6,27.8,52.68181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB027NM","042B"
112501,"NM_LasCrucesDO_2016_LUP_Loam-335_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-30,NA,NA,32.40478897,-107.13418415,NA,NA,NA,NA,11,84.66666667,39.33333333,25.66666667,77.33333333,0.66666667,55.66666667,55.33333333,0.66666667,0,0,0,0,2.33333333,0,0,2,2.33333333,0,0,0,8.37333333,0,10.22666667,30.93333333,12.33333333,16,45.66666667,42.7,NA,49.45,49.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666667,5,3.63636364,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112502,"NM_LasCrucesDO_2016_LUP_Shallow-546_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-17,NA,NA,32.0461684,-106.49278395,NA,NA,NA,NA,39.66666667,21,0.33333333,11.33333333,0.33333333,3,3,0,11.66666667,0,0,0,0,1,0,0,37,2.33333333,0,0,1.33333333,14.74666667,0,12.61333333,50.24,22.88,18.81818182,19,20.45454545,12.33333333,12.33333333,NA,56.35714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55555556,1.88888889,1.22222222,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112503,"NM_LasCrucesDO_2016_LUP_Sandy-471_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-08-25,NA,NA,32.10951829,-106.59942146,NA,NA,NA,NA,19.33333333,74.66666667,0,70.66666667,0,0,0,0,4,0,0,0,0.33333333,1.33333333,0,0,4,2,0,0,0.33333333,0,4.14666667,6.93333333,14.08,3,12.7,NA,12.03448276,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112504,"NM_LasCrucesDO_2016_LUP_Gsand-142_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-07,NA,NA,32.16685889,-106.63265297,NA,NA,NA,NA,3,65.33333333,0,21.33333333,40,0,40,40,20.33333333,0,0,0,0,0.33333333,0,0,31,0.66666667,0,0,0.33333333,3.8,0,4.73333333,9.30666667,0.77333333,20.66666667,22.125,21.83333333,NA,22.125,22.125,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333,1.625,1.1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112505,"NM_LasCrucesDO_2016_LUP_Gsand-146_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-08,NA,NA,32.19623679,-106.66904426,NA,NA,NA,NA,14.66666667,84.66666667,0,83.66666667,4.66666667,0,4.66666667,4.66666667,1.66666667,0,0,0,0,0,0,0,0.66666667,0,0,0,0,2,8.06666667,0,10.06666667,0,100.71428571,NA,100.71428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112506,"NM_LasCrucesDO_2019_LUP_MIMB-139_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-08,"R042XB014NM",NA,31.8973333,-108.18567755,NA,NA,NA,NA,59.66666667,25.66666667,17.66666667,4.66666667,21.66666667,0,5,5,1.66666667,0,0,0,0,14.33333333,0,0,0,14.66666667,0,0,0.33333333,18.37333333,45.90666667,4.84,77.78666667,8.66666667,6.5,16.65217391,15.14814815,NA,28,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333,NA,2.83333333,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB014NM","042B"
112507,"NM_LasCrucesDO_2019_LUP_MIMB-137_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-09,"R042XB027NM",NA,31.93857099,-108.09073347,NA,NA,NA,NA,4.33333333,45.66666667,3,0.33333333,14.33333333,0,11.66666667,11.66666667,35.66666667,0,0,0,0,9.66666667,0,0,39.33333333,10.66666667,0,0,1,11.48,13.65333333,11.37333333,57.97333333,21.46666667,24.66666667,20,21.33333333,NA,17.45454545,17.45454545,44.27272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666667,2,1.4,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB027NM","042B"
112508,"NM_LasCrucesDO_2016_LUP_Sandy-480_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-09,NA,NA,32.32448609,-107.17016644,NA,NA,NA,NA,3.33333333,59.66666667,17.66666667,8.66666667,54,1.33333333,43.33333333,42.33333333,0,33,0,0,0,2,0,0,2,2,0,0,0,6.81333333,7.29333333,6.18666667,35.84,15.54666667,24,32.53571429,32.24137931,NA,46.13333333,46.13333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11111111,4.90909091,2.85714286,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112509,"NM_LasCrucesDO_2016_LUP_Mal-386_V22021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-08,NA,NA,32.00270864,-107.09220888,NA,NA,NA,NA,1.66666667,94.66666667,50,64,53,2,5.33333333,3.33333333,3,0,0,0,0,2.66666667,0,0,1,2.66666667,0,0,0,0,0,0.94666667,0.94666667,0,80.73333333,61.13333333,70.93333333,39,66.33333333,80,45.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11111111,0,4.625,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Woody Savannas",NA,NA,NA,NA,NA,NA
112510,"NM_LasCrucesDO_2019_LUP_MIMB-119_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-12,"R042XB027NM",NA,31.99273799,-108.26688983,NA,NA,NA,NA,8.33333333,59.33333333,23.66666667,14.33333333,46.66666667,3,27.33333333,24.33333333,3.66666667,0,0,0,0,3,0,0,29.33333333,3,0,0,0,20.36,2.8,13.02666667,60.97333333,24.78666667,24.66666667,37.04166667,34.56666667,24,40.42857143,41.69230769,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11111111,2.11111111,2.11111111,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Woody Savannas",NA,NA,NA,NA,"R042BB027NM","042B"
112511,"NM_LasCrucesDO_2019_LUP_MIMB-114_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-11,NA,NA,32.19272195,-108.03772126,NA,NA,NA,NA,55,34.66666667,8.66666667,14,12,2,5.33333333,3.33333333,11.33333333,0,0,0.33333333,0,6.33333333,0,0,3.33333333,6.66666667,0,0,0.33333333,17.92,44.38666667,3.52,75.08,9.25333333,13.42857143,19.2,17.36363636,6,15,42,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.14285714,1.90909091,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",NA,NA,NA,NA,NA,NA
112512,"NM_LasCrucesDO_2019_LUP_MIMB-135_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-11,"R042XB010NM",NA,32.09948847,-108.17283004,NA,NA,NA,NA,22.66666667,65.33333333,23,41.33333333,29,2.33333333,8.33333333,6,11.66666667,0,0,0,0,0.66666667,0,0,10.66666667,1.33333333,0,0,0.66666667,12.56,7.02666667,6.28,34.10666667,8.24,9.875,24,19.96428571,8,11.66666667,15.33333333,69.36363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,2.0625,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",NA,NA,NA,NA,"R042BB010NM","042B"
112513,"NM_LasCrucesDO_2019_LUP_MIMB-075_V12021-09-01","NMS2021RawDownloadCleaned.gdb","BLM_AIM",2021-09-10,"R042XB027NM",NA,31.93417929,-108.11445406,NA,NA,NA,NA,11.66666667,44,27,2.33333333,40,0,13.66666667,13.66666667,0,0,0,0,0,7,0,0,36.33333333,8,0,0,1,23.25333333,23.17333333,12.50666667,76.81333333,17.88,13,20.66666667,20.39285714,NA,24.75,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83333333,3,1.6875,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",NA,NA,NA,NA,"R042BB027NM","042B"
