"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","DateModified","DateFound","PlotFirstFound","PotentialGenus","PotenialSpecies","PotentialSubspecies","Comments","PhotosTaken","PhotoNumbers","SpecimenCollected","IdentifiedTo","FinalCode","ChangedInDIMA","petalsNumber","petalsColor","petalsSize","sepalsNumber","sepalsColor","sepalsSize","stamensNumber","stamensColor","stamensSize","glumesPresent","ligulesPresent","Noxious","SG_Group","DBKey","DateLoadedInDb","created_user","created_date","last_edited_user","last_edited_date","GlobalID","GrowthHabit","GrowthHabitSub"
"PF1765","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5F680A6E-2EF8-4407-B037-DE06FBA6BD32}",NA,NA
"PF1766","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{6D5D2198-59D0-42EE-9177-F19F5DDA683C}",NA,NA
"PF1767","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{34C27395-BAD1-4A42-8864-057770F3B8B7}",NA,NA
"PF1768","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{7EC823D9-B5D4-4533-B6EB-138DDA0ACF95}",NA,NA
"PF1769","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{21D26171-2F4D-4018-8039-7D9F4F2B0D78}",NA,NA
"PF1770","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{03D49DDF-2285-4B63-90BE-3FA592D39887}",NA,NA
"PF1771","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5CDC79E5-259D-4A4C-9DB5-713AF48CE0C1}",NA,NA
"PF1772","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{77EFE5C0-5A12-49DA-AB49-A80DBFB90B0E}",NA,NA
"PF1773","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{47E610AB-7B9B-43DB-9B13-AFBF3A3C982E}",NA,NA
"PF1774","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4AEEF609-A435-4B80-8CE6-B78350C1646F}",NA,NA
"PF1775","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{95B32EC4-ABDB-411B-8B17-489C86128FF0}",NA,NA
"PF1776","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5E402A42-FD24-434B-AF6D-15C81B6389E6}",NA,NA
"PF1777","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0DDC1CFE-55F6-47D0-AB15-0E2BB9560121}",NA,NA
"PF1778","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{9D89A278-DBA4-4882-BCA3-2F0CCE80156B}",NA,NA
"PF1779","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D38110BE-5657-474F-A401-E8D3E4881C6A}",NA,NA
"PF1780","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{068A067A-7ADC-4C41-9042-6F74C6F3BA22}",NA,NA
"PF1781","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{76C2DEDE-A315-4E32-BEC5-04D6B85C35BC}",NA,NA
"PF1782","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{640F78CB-4595-4255-B1B7-6D0F7C6B14E7}",NA,NA
"PF1783","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2E38761E-AE00-4DE2-A014-FCF7D827ECFA}",NA,NA
"PF1784","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{AA4161A4-0524-466B-824D-A87553293CF1}",NA,NA
"PF1785","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{9689DFCA-CB40-4C17-9AB5-0EC1E56C7F4A}",NA,NA
"PF1786","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D4D47FC2-087A-4677-A3B2-E1F21EC250F5}",NA,NA
"PF1787","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{6F21CB0D-C515-4B35-A760-AC5AE7E58A4B}",NA,NA
"PF1788","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C6DD7E39-0B57-44B9-8A3F-C19F9DE520F7}",NA,NA
"PF1789","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B3D3B1C3-A643-464C-BAA5-D56175681294}",NA,NA
"PF1790","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{92CACB13-A757-4B0E-8057-8426ECC19463}",NA,NA
"PF1791","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F54A71C6-4135-4528-BC99-442BCEE30F65}",NA,NA
"PF1792","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{1280335B-2BF3-4744-A976-7AD90BF1C3F5}",NA,NA
"PF1793","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5856DB88-82BC-44D8-A52E-88134B4021AA}",NA,NA
"PF1794","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3C1B0B12-632F-427B-85C3-DF9411BC5285}",NA,NA
"PF1795","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{8F24F356-2E74-4F43-94BA-B1417FC17B82}",NA,NA
"PF1796","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{62748793-5B8D-492F-BA2E-4E0F7B31DC8F}",NA,NA
"PF1797","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{14A3ED65-D732-4646-8EB8-F2022DD6BC2F}",NA,NA
"PF1798","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{44C0BD52-DD92-469E-914C-3B3846610E92}",NA,NA
"PF1799","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{1B0A9DBC-E085-436A-A00E-7C790C98487B}",NA,NA
"PF1800","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B83C7F95-0872-4233-9CFE-DD2EE5181644}",NA,NA
"PF1962","Perennial Forb","Perennial Forb",NA,99,NA,"5","Perennial",0,2019-06-03 02:58:40,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A7F7D8C3-1916-49B5-8F9B-90507A015895}",NA,NA
"PG00",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{8144B829-D9DB-40F2-ABDD-4F030AC81056}",NA,NA
"PG01","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{146991B5-350E-4452-8BF6-16FE2B7F272D}",NA,NA
"PG02","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D4B55C2B-E915-4F76-A261-0BEFC34A6B0E}",NA,NA
"PG03","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{15A4F560-19E3-4D17-BBBB-F0049686F0E6}",NA,NA
"PG04","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{E6169F0B-BA6B-4FAA-985D-437EE9E2E2D1}",NA,NA
"PG05","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{BE20DA31-8313-4BC4-B991-AACE193C2785}",NA,NA
"PG06","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B521768A-460C-4DAB-B500-C3FE69576752}",NA,NA
"PG07","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B87AC515-7A00-4D5D-917B-5BCE7F9417C3}",NA,NA
"PG08","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{6A3E97C3-6AF0-40E6-A0E1-8B2743233C21}",NA,NA
"PG09","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{386075FB-3004-43F5-8490-8838D011FA80}",NA,NA
"PG10","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{E1E2238D-E8B2-4F5C-AF2E-57EB29EA814A}",NA,NA
"PG11","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2868BE66-3382-4959-9EB6-696F236DE121}",NA,NA
"PG12","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C327D012-F6B9-4433-9D04-C6489A1916B6}",NA,NA
"PG13","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{38D6A8B8-59C3-4C8B-876C-DB1C9A6963AF}",NA,NA
"PG14","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{67102285-BAE9-4C58-883F-A7482EAE1AB2}",NA,NA
"PG15","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2E40B55E-D43B-46EE-9DB3-0A3712ADD23D}",NA,NA
"PG16","Perennial Graminoid","Perennial Graminoid","",99,"","6","Perennial",0,1999-12-31 17:01:00,NA,"","","","","",0,"",0,"","",0,NA,"","",NA,"","",NA,"","",0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A8723E56-D96C-4A49-9CBA-4F36FF382C94}",NA,NA
"PG1601","Perennial Graminoid","Perennial Graminoid",NA,99,NA,"6","Perennial",0,2019-09-05 02:20:16,2019-04-22 18:00:00,"1904230855013196",NA,NA,NA,"bunchgrass",0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A9781F5C-74B6-4451-8FD0-7BD2380B0139}",NA,NA
"PG1602","Perennial Graminoid","Perennial Graminoid",NA,99,NA,"6","Perennial",0,2019-04-24 06:13:55,2019-04-23 18:00:00,"1904240853192608",NA,NA,NA,"Bunchgrass with parallel veins. No hair on ligules",0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3E31CC43-D252-45C1-94A3-B28FD05820CA}",NA,NA
"PG1603","Perennial Graminoid","Perennial Graminoid",NA,99,NA,"6","Perennial",0,2019-04-24 06:34:18,2019-04-23 18:00:00,"1904240853192608",NA,NA,NA,"looks like a needlegrass. No infl present.",1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5D77CD84-0CC8-4BC3-A0F4-2D3083620958}",NA,NA
