"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"LARER","Lappula redowskii (Hornem.) Greene var. redowskii","Boraginaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9AD15ACB-384A-4B81-87F0-0EF72E70C2F6}","Flatspine stickseed","2018-09-01","UT",NA,"LAOCO",NA
"LARET","Lappula redowskii (Hornem.) Greene var. texana (Scheele) Brand","Boraginaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7E14609E-1BE8-4E04-8838-9B99AAA91898}","Flatspine stickseed","2018-09-01","UT",NA,"LAOCC",NA
"LASQ","Lappula squarrosa (Retz.) Dumort.","Boraginaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B2B3F9BB-D9AC-41F3-9D5C-8F17D28F2D64}","European stickseed","2018-09-01","UT",NA,"LAOCO",NA
"LATE3","Lappula texana","Boraginaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B218A03F-55AC-40FC-AB73-1FFE3E9D2914}","Flatspine stickseed","2018-09-01","UT",NA,"LAOCC",NA
"LAOC","Larix occidentalis Nutt. ","Pinaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{74B9362F-B2AF-4840-B802-1221457B3D72}","western larch","2018-09-01","UT",NA,NA,NA
"LADI2","Larrea divaricata","Zygophyllaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F570C410-33ED-477D-A2A8-4B203259F8E7}","creosote bush","2018-09-01","UT",NA,"LATR2",NA
"LATR2","Larrea tridentata","Zygophyllaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BAA3B523-9C2A-4DB6-859A-E0E9105A4C0D}","creosote bush","2018-09-01","UT",NA,NA,NA
"LATE6","Lathrocasis tenerrima (A. Gray) L.A. Johnson","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B2AD62A4-D678-44C8-AD83-8ADAF5AA341B}","delicate gilia","2018-09-01","UT",NA,NA,NA
"LABR","Lathyrus brachycalyx Rybd. ","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{43126E00-D4BD-4AF1-A34D-32C4437472F8}","bonneville pea","2018-09-01","UT",NA,NA,NA
"LABRZ2","Lathyrus brachycalyx Rybd. Ssp. Zionis (C.L. Hitchc) S.L. Welsh","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A0161AF1-8338-48AD-91FA-7C1EA5FB4EC5}","bush pea","2018-09-01","UT",NA,NA,NA
"LADE4","Lathyrus decaphyllus Pursh","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5E012C6F-F13A-4D10-8C47-5B8D14411AD3}","manystem pea","2018-09-01","UT",NA,"LAPOP2",NA
"LAEU","Lathyrus eucosmus Butters & H. St. John","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{69C1F7D1-DF6D-4FA2-B09D-9D5CEBFCFFEB}","bush vetchling","2018-09-01","UT",NA,NA,NA
"LATHYPF","Lathyrus L.","Fabaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{92608D48-1C77-4B74-8492-A6DC5FCED4EA}","pea","2018-09-01","UT","Invalid code for LATHY",NA,NA
"LALA6","Lathyrus laetivirens Greene ex Rydb.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{65F45714-63D1-4594-9313-D7F47FF09462}","aspen pea","2018-09-01","UT",NA,NA,NA
"LALA3","Lathyrus lanszwertii Kellogg","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8787A15B-A25C-4737-A40E-E1BBA61310E0}","Lanszwert's pea","2018-09-01","UT",NA,NA,NA
"LELA2","Lepidium latifolium L.","Brassicaceae","NonWoody","Forb","Perennial","YES",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7061C991-EF12-43C4-B605-0CE8E5EC49F0}","broadleaved pepperweed","2018-09-01","UT",NA,NA,NA
"LEMO2","Lepidium montanum Nutt.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E3A456FC-DAFA-43D5-B554-F70690B6F945}","Mountain pepperweed","2018-09-01","UT",NA,NA,NA
"LALAL","Lathyrus lanszwertii Kellogg var. laetivirens (Greene ex Rydb.) S.L. Welsh","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3B19143F-7C65-4563-9D67-EC0235C35046}","aspen pea","2018-09-01","UT",NA,"LALA6",NA
"LALAL3","Lathyrus lanszwertii Kellogg var. leucanthus (Rydb.) Dorn","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{15E49D8C-680D-40CB-865A-E58DA406BF57}","Nevada pea","2018-09-01","UT",NA,"LALA6",NA
"LALAL2","Lathyrus lanszwertii Kellogg var. lanszwertii ","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{37A54A7C-F038-4587-A96D-77132DE1A9A3}","Lanszwert's pea","2018-09-01","UT",NA,NA,NA
"LALA4","Lathyrus latifolius L.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1CE1397C-1B8E-4F0C-BE46-43DD128F9DED}","perennial pea","2018-09-01","UT",NA,"LAEU",NA
"LALE2","Lathyrus leucanthus","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0E67414D-74C4-4C41-959E-20D9649BF73C}","aspen peavine","2018-09-01","UT",NA,NA,NA
"LAPA5","Lathyrus pauciflorus Fernald","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CFB48977-7F3F-4CD6-948E-C30B74179050}","fewflower pea","2018-09-01","UT",NA,NA,NA
"LAPAU","Lathyrus pauciflorus Fernald var. utahensis (M.E. Jones) Piper ex M. Peck","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{99288C76-C576-4CEB-859C-6FBDAD3D5274}","Utah pea","2018-09-01","UT",NA,NA,NA
"LAPOP2","Lathyrus polymorphus Nutt. ssp. polymorphus var. polymorphus ","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FF2D2B44-6FBC-4642-8C70-82D5B3CF6391}","manystem pea","2018-09-01","UT",NA,NA,NA
"LATHY","Lathyrus spp.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FB0EDE42-2F20-4AFB-A15B-AF5F1CE24E84}","Pea","2018-09-01","UT",NA,NA,NA
"LABR3","Lavauxia brachycarpa","Onagraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{10107A26-91DE-47A8-B246-D107BF30D772}","shortfruit evening primrose","2018-09-01","UT",NA,"OEBR",NA
"LECA13","Lepargyrea canadensis (L.) Greene","Elaeagnaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{672D561D-91C7-41D5-BDE6-BD974A7B9532}","russet buffaloberry","2018-09-01","UT",NA,NA,NA
"LEAL4","Lepidium alyssoides A. Gray","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{774219A2-5C75-4895-BEE1-969744E5CBFA}","mesa pepperwort","2018-09-01","UT",NA,NA,NA
"LEALA3","Lepidium alyssoides A. Gray var. alyssoides","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DC52E8BA-1878-4AE7-A87B-3169E50B5050}","mesa pepperwort","2018-09-01","UT",NA,NA,NA
"LEALE","Lepidium alyssoides A. Gray var. eastwoodiae (Wooton) Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0E31513B-1EA5-40D4-BD6A-79C38EFB24AD}","mesa pepperwort","2018-09-01","UT",NA,NA,NA
"LEBA","Lepidium barnebyanum Reveal","Brassicaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B1CA3B56-A6CC-4BB3-823E-88125D90EE2C}","Barneby's pepperweed","2018-09-01","UT",NA,NA,NA
"LECA5","Lepidium campestre (L.) W.T. Aiton","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E3E78E7D-E32D-4E85-9F8B-3938C2A30881}","field pepperweed","2018-09-01","UT",NA,NA,NA
"LECR12","Lepidium crenatum (Greene) Rydb.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{93DBFB5A-A7FA-422C-8B10-5F7A46E84CD2}","alkali pepperweed","2018-09-01","UT",NA,NA,NA
"LEDE","Lepidium densiflorum Schrad.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{940F1637-80C5-4DEE-ABF5-DF326CF9DF5F}","common pepperweed","2018-09-01","UT",NA,NA,NA
"LEDI2","Lepidium dictyotum A. Gray","Brassicaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1889A8E4-C12E-4D9F-A0AD-A199384B1DF4}","alkali pepperweed","2018-09-01","UT",NA,NA,NA
"LEDR","Lepidium draba L.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6C444583-FD7E-4E18-ACD0-D23216F4DDC9}","whitetop","2018-09-01","UT",NA,NA,NA
"LEFR2","Lepidium fremontii S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C7C9A053-8CAC-4F1E-AF07-6C92C0D3E3D8}","desert pepperweed","2018-09-01","UT",NA,NA,NA
"LEHU8","Lepidium huberi S.L. Welsh & Goodrich","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C8C6D94C-B34F-48F9-B3FF-B6F8595B6B5D}","Huber's pepperweed","2018-09-01","UT",NA,NA,NA
"LELAL","Lepidium lasiocarpum Nutt. var. lasiocarpum ","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A57998CF-0101-4A6B-BAD2-03F0A158604A}","shaggyfruit pepperweed","2018-09-01","UT",NA,NA,NA
"LEPE2","Lepidium perfoliatum L.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0260A78E-C034-470E-ACF9-12629571868B}","clasping pepperweed","2018-09-01","UT",NA,NA,NA
"LERAB2","Lepidium ramosissimum A. Nelson var. bourgeauanum (Thell.) Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4192240E-9CFF-48F8-A60C-BA2D7D103FE0}","Bourgeau's pepperweed","2018-09-01","UT",NA,NA,NA
"LESA2","Lepidium sativum L.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4A3D9265-0CE5-4527-8915-184AB345F8DB}","gardencress pepperweed","2018-09-01","UT",NA,NA,NA
"LEPID","Lepidium spp.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FABD44F4-F842-462B-9744-7E58F24F9B26}","Pepperweed","2018-09-01","UT",NA,NA,NA
"LEVI3","Lepidium virginicum L.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AED8CCEC-15F0-4194-882B-656595021D89}","Virginia pepperweed","2018-09-01","UT",NA,"LESU",NA
"LEBR17","Leptochloa brachiata","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3C774A0A-7D57-4545-B0E5-242F91590356}","mucronate sprangeltop","2018-09-01","UT",NA,"LEPAB",NA
"LEDU","Leptochloa dubia (Kunth) Nees","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9D91FC8D-DE4D-424E-A7AF-F58A01300EB8}","green sprangletop","2018-09-01","UT",NA,NA,NA
"LEFI","Leptochloa filiformis","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EDAE5078-3F51-493A-B828-FA8962B1E07C}","mucronate sprangeltop","2018-09-01","UT",NA,"LEPAB",NA
"LEFIP","Leptochloa filiformis var. pulchella","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4232C798-234D-4EF7-83E5-12B33CBA494D}","mucronate sprangeltop","2018-09-01","UT",NA,"LEPAB",NA
"LEPAB","Leptochloa panicea (Retz.) Ohwi ssp. brachiata (Steud.) N. Snow","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9AA1AFAA-94D9-4A91-914B-FF0AC680FB87}","mucronate sprangletop","2018-09-01","UT",NA,NA,NA
"LEPA6","Leptochloa panicea (Retz.) Ohwi ","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{629543DB-E081-42DF-9CB3-31F3D39A1C79}","mucronate sprangletop","2018-09-01","UT",NA,NA,NA
"LECA6","Leptodactylon caespitosum Nutt.","Polemoniaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7924203A-F86A-4D27-910F-8F5D63DDF856}","mat prickly phlox","2018-09-01","UT",NA,NA,NA
"LEPU","Leptodactylon pungens","Polemoniaceae","Woody","SubShrub","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6C8EDC30-FD4E-43A5-B789-63FA0E153D41}","Granite prickly phlox","2018-09-01","UT",NA,"LIPU11",NA
"LEWA","Linanthus watsonii (A. Gray) J.M. Porter & L.A. Johnson ","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B23786DA-4274-4453-A6C7-BBD5C9703D37}","Watson's prickly phlox","2018-09-01","UT",NA,"LIWA4",NA
"LENU8","Leptosiphon nuttallii (A. Gray) J.M. Porter & L.A. Johnson","Polemoniaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5BD1D4B8-FD69-4A60-ACC9-311BC1796662}","Nuttall's linanthus","2018-09-01","UT",NA,NA,NA
"LEAL","Lesquerella alpina (Nutt.) S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{010E1788-8096-40AD-BA94-072BBB8134F6}","alpine bladderpod","2018-09-01","UT",NA,NA,NA
"LEALS2","Lesquerella alpina (Nutt.) S. Watson ssp. subumbellata (Rollins) Rollins & Shaw","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{04B5A267-7F5F-4DA1-8027-0217C822DB83}","parasol bladderpod","2018-09-01","UT",NA,NA,NA
"LECA9","Lesquerella calcicola Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A793564B-EBD9-4F10-AD4E-D6604D425D06}","Rocky Mountain bladderpod","2018-09-01","UT",NA,NA,NA
"LECO10","Lesquerella congesta Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B4F385A9-8C83-40F3-8F08-89B79ED3FB2B}","Dudley Bluffs bladderpod","2018-09-01","UT",NA,NA,NA
"LEFE","Lesquerella fendleri (A. Gray) S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{060F772F-D1D7-44C6-95E0-F5C42C99B449}","Fendler's bladderpod","2018-09-01","UT",NA,"LEDE",NA
"LEIN3","Lesquerella intermedia (S. Watson) A. Heller","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{92BE8647-431A-4EDB-BAA9-DAE7B1E68385}","mid bladderpod","2018-09-01","UT",NA,"LEDE",NA
"LEKI","Lesquerella kingii S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{23628BE6-E878-413E-981C-D917A8D2A0FA}","King bladderpod","2018-09-01","UT",NA,NA,NA
"LELU","Lesquerella ludoviciana (Nutt.) S. Watson ","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{372519A8-6566-4D31-BB7C-5E24B9132CCA}","foothill bladderpod","2018-09-01","UT",NA,NA,NA
"LEMO3","Lesquerella montana (A. Gray) S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A4DC4243-C4A7-47B6-905A-ABD4551D3662}","mountain bladderpod","2018-09-01","UT",NA,"LELAL",NA
"LEOVO","Lesquerella ovalifolia Rydb. ex Britton ssp. ovalifolia ","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{ADD1EDAA-2CD8-4322-BA55-258EE4538D1D}","roundleaf bladderpod","2018-09-01","UT",NA,NA,NA
"LEPA10","Lesquerella parviflora Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FA47D316-A93F-41E8-AE39-00ADE5B80670}","Piceance bladderpod","2018-09-01","UT",NA,"LEOVO",NA
"LEPA7","Lesquerella parvula Greene","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F8155B50-07CA-482F-AAAC-08D378E706D8}","pygmy bladderpod","2018-09-01","UT",NA,NA,NA
"LERE3","Lesquerella rectipes Wooton & Standl.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2FDBF91C-9CA1-412E-A2DF-F54558DD9DF7}","straight bladderpod","2018-09-01","UT",NA,"PHRE9",NA
"LESQU","Lesquerella S. Watson","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6B4049DA-D593-4AD6-932A-5556C4C2769B}","bladderpod","2018-09-01","UT",NA,"LERAB2",NA
"LESU","Lesquerella subumbellata Rollins","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8E88E473-BE8A-4174-A702-AF3105D8F499}","parasol bladderpod","2018-09-01","UT",NA,NA,NA
"LEUT","Lesquerella utahensis Rydb.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8D2F7FEE-7D09-44E7-AE1C-D361C8BB1E41}","Utah bladderpod","2018-09-01","UT",NA,NA,NA
"LEVU","Leucanthemum vulgare Lam.","Asteraceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DF2B0F02-AFFF-4927-865C-2D9614A9F07A}","oxeye daisy","2018-09-01","UT",NA,NA,NA
"LEER","Leucelene ericoides","Asteraceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6CAA1A22-276C-4BD2-943B-F84C1941EE88}","rose heath","2018-09-01","UT",NA,"CHER2",NA
"LEDE23","Leuciva dealbata","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{928C6B80-BB5F-4E5E-A740-EECE73FA31AD}","woolly marsh elder","2018-09-01","UT",NA,NA,NA
"LEKI2","Leucopoa kingii","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FC1808E6-308D-4342-A8DD-60EB33AA7A49}","spike fescue","2018-09-01","UT",NA,NA,NA
"LEOF","Levisticum officinale W.D.J. Koch","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9D54EEA2-F4F2-4224-9940-874D30FE04B5}","garden lovage","2018-09-01","UT",NA,NA,NA
"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","Portulacaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C0FD6CB6-6776-40EB-9E03-1BBD0EABDE6F}","alpine lewisia","2018-09-01","UT",NA,NA,NA
"LEAM","Leymus ambiguus (Vasey & Scribn.) D.R. Dewey","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EE4BE572-F1CC-4B59-BD5F-68AC009687FD}","Colorado wildrye","2018-09-01","UT",NA,NA,NA
"LECI4","Leymus cinereus","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A73E00E9-67A8-400E-982E-1D1B75E058A8}","Basin wildrye","2018-09-01","UT",NA,NA,NA
"LEYMU","Leymus Hochst.","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FFD586E0-759A-464F-B075-6DC0980772F6}","wildrye","2018-09-01","UT",NA,"LESI5",NA
